USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
uzair       7521  0.0  0.7 34186212 57084 ?      Sl   13:04   0:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=6401 --enable-crash-reporter=7c94313b-7b72-4391-9c67-8b0744821747,no_channel --user-data-dir=/home/uzair/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4423288106649023077,18153485747751570932,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
uzair       8770  0.0  0.0   1060    12 ?        S    13:17   0:00 catatonit -P
root       10392  0.0  0.0      0     0 ?        I    13:20   0:00 [kworker/0:0-i915-unordered]
root       11688  0.0  0.0      0     0 ?        I    13:24   0:00 [kworker/3:2-events]
root       12017  0.2  0.0      0     0 ?        I    17:25   0:14 [kworker/u32:29-btrfs-endio-write]
uzair      12356  0.0  0.0   3752  2060 ?        Ss   17:27   0:00 /usr/bin/bwrap --args 43 -- brave -enable-features=TouchpadOverscrollHistoryNavigation
uzair      12360  0.0  0.0 531408  6824 ?        Ssl  17:27   0:00 /usr/libexec/flatpak-session-helper
uzair      12366  0.0  0.0   4072   776 ?        Ss   17:27   0:00 server --sh -n /run/user/1000/.flatpak-helper/pkcs11-flatpak-12360 --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
uzair      12371  0.0  0.0   3752  2020 ?        S    17:27   0:00 /usr/bin/bwrap --args 44 -- /usr/bin/xdg-dbus-proxy --args=45
uzair      12372  0.0  0.0 457224  6060 ?        Sl   17:27   0:00 /usr/bin/xdg-dbus-proxy --args=45
uzair      12378  0.0  0.0   3760  1280 ?        S    17:27   0:00 /usr/bin/bwrap --args 43 -- brave -enable-features=TouchpadOverscrollHistoryNavigation
uzair      12379  3.3  2.5 51231696 202264 ?     Sl   17:27   3:11 /app/brave/brave --disable-features=WebAssemblyTrapHandler,DesktopPWAsRunOnOsLogin -enable-features=TouchpadOverscrollHistoryNavigation --no-default-browser-check
uzair      12385  0.0  0.1 551996 12360 ?        Ssl  17:27   0:00 /usr/libexec/flatpak-portal
uzair      12397  0.0  0.0 50354684 2136 ?       Sl   17:27   0:00 /app/brave/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/uzair/.var/app/com.brave.Browser/config/BraveSoftware/Brave-Browser/Crash Reports --metrics-dir=/home/uzair/.var/app/com.brave.Browser/config/BraveSoftware/Brave-Browser --url=https://cr.brave.com --annotation=lsb-release=Freedesktop SDK 24.08 (Flatpak runtime) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.1.85.118 --initial-client-fd=10 --shared-client-connection
uzair      12399  0.0  0.0 50345448 2236 ?       Sl   17:27   0:00 /app/brave/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/uzair/.var/app/com.brave.Browser/config/BraveSoftware/Brave-Browser/Crash Reports --url=https://cr.brave.com --annotation=lsb-release=Freedesktop SDK 24.08 (Flatpak runtime) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.1.85.118 --initial-client-fd=4 --shared-client-connection
uzair      12404  0.0  0.6 51020248 53864 ?      S    17:27   0:00 /app/brave/brave --type=zygote --no-zygote-sandbox --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --change-stack-guard-on-fork=enable
uzair      12406  0.0  0.0      0     0 ?        Z    17:27   0:00 [zypak-sandbox] <defunct>
uzair      12408  0.0  0.0   5864  1684 ?        S    17:27   0:00 cat
uzair      12409  0.0  0.0   5864  1796 ?        S    17:27   0:00 cat
uzair      12410  0.0  0.0   3752  2092 ?        Ss   17:27   0:00 /usr/bin/bwrap --args 42 -- /app/bin/zypak-helper child - /app/brave/brave --type=zygote --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --change-stack-guard-on-fork=enable
uzair      12419  0.0  0.0   3760  1288 ?        S    17:27   0:00 /usr/bin/bwrap --args 42 -- /app/bin/zypak-helper child - /app/brave/brave --type=zygote --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --change-stack-guard-on-fork=enable
uzair      12420  0.0  0.7 51022956 59108 ?      S    17:27   0:00 /app/brave/brave --type=zygote --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --change-stack-guard-on-fork=enable
uzair      12451  7.0  1.3 51521000 103080 ?     Sl   17:27   6:42 /app/brave/brave --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,10813836811766137983,4852626855860780086,262144 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190708988185955192
uzair      12456  0.5  1.4 50797612 111436 ?     Sl   17:27   0:33 /app/brave/brave --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9656045702495676959,10080709008293681242,524288 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190708989122997041
uzair      12469  0.0  0.5 51090596 44448 ?      Sl   17:27   0:00 /app/brave/brave --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10194378616346194238,12904511589151017664,524288 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190708990060038890
uzair      12486  0.0  0.9 50736844 70628 ?      Sl   17:27   0:00 /app/brave/brave --type=utility --utility-sub-type=brave_rewards.mojom.RewardsEngineFactory --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2591662412542094406,17832777555353348046,524288 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190708990997080739
uzair      12526  0.4  1.5 1460039396 122448 ?   Sl   17:27   0:22 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --extension-process --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=3276953351 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7624683872469805334,9573168903146965209,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190708995682289984
uzair      12568  1.0  1.8 1460042216 147936 ?   Sl   17:27   1:00 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --extension-process --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=21 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=3277962353 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9161391527405518825,16069353401062823061,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190709005989750323
uzair      12581  0.2  1.6 1461749168 125248 ?   Sl   17:27   0:14 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --extension-process --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=22 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=3278111277 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11453059128731692303,3946779624908048317,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190709006926792172
uzair      12590  0.0  1.4 1461760856 116604 ?   Sl   17:27   0:05 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=3278155623 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7770434732098843125,14381062283877312465,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190709000367499229
uzair      12605  0.0  0.1  21004  8328 ?        S    17:27   0:01 p11-kit-remote --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
uzair      12719  0.0  1.4 1461766812 110304 ?   Sl   17:27   0:02 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=3283825115 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13872279805449644545,6894419466947819909,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190709002241582927
uzair      12732  0.1  1.9 1463463900 154448 ?   Sl   17:27   0:08 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=3283990099 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,4239569040971089677,11160068644962616394,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190709001304541078
root       12745  0.0  0.0      0     0 ?        I    17:28   0:00 [kworker/6:2-events]
uzair      12764  0.0  1.3 1460041452 104908 ?   Sl   17:28   0:01 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=3291239237 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9249684960196287968,1687546755851261537,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190708996619331833
uzair      12815  0.0  1.3 1460053108 106084 ?   Sl   17:28   0:01 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=3299010170 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,18108514524689075735,14601746939871983247,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190708999430457380
uzair      12836  0.0  1.3 1460039880 105224 ?   Sl   17:28   0:01 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=13 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=3304007566 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9152769858654851669,7873687491283837600,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190708998493415531
uzair      12856  0.0  1.2 1460037536 99800 ?    Sl   17:28   0:00 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=12 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=3309035824 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2710942140415420578,14881419625361086250,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190708997556373682
uzair      13132  0.5  0.9 50895772 73576 ?      Sl   17:29   0:31 /app/brave/brave --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,8367714874995308804,9961927325651215790,524288 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190709020045378058
root       13313  0.0  0.0      0     0 ?        I    17:30   0:00 [kworker/7:2-i915-unordered]
root       13346  0.1  0.0      0     0 ?        I    17:30   0:07 [kworker/2:2-i915-unordered]
uzair      14633  0.0  1.3 1461751972 106492 ?   Sl   17:48   0:02 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --extension-process --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=55 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=4522804260 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15406387618613110,131178917045364638,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190709037849173189
root       15033  0.1  0.0      0     0 ?        I    17:53   0:04 [kworker/u32:2-btrfs-endio-write]
root       15419  0.2  0.0      0     0 ?        I    17:59   0:09 [kworker/u32:5-btrfs-endio-write]
root       16178  0.0  0.0      0     0 ?        I    18:12   0:00 [kworker/5:1-events]
root       16572  0.0  0.0      0     0 ?        I<   18:17   0:01 [kworker/u33:1-i915_flip]
root       16594  0.0  0.0      0     0 ?        I    18:18   0:00 [kworker/1:2-events]
root       16657  0.0  0.0      0     0 ?        I    18:19   0:00 [kworker/4:0-i915-unordered]
root       16872  0.2  0.0      0     0 ?        I    18:22   0:04 [kworker/u32:12-btrfs-endio-write]
root       16875  0.1  0.0      0     0 ?        I    18:22   0:03 [kworker/u32:16-flush-btrfs-1]
root       16876  0.2  0.0      0     0 ?        I    18:22   0:06 [kworker/u32:17-btrfs-endio]
root       16877  0.0  0.0      0     0 ?        S    18:38   0:00 [irq/140-mei_me]
root       16889  0.3  0.0      0     0 ?        I    18:38   0:05 [kworker/u32:28-btrfs-endio-write]
root       16890  0.0  0.0      0     0 ?        I    18:38   0:00 [kworker/u32:30-btrfs-endio-write]
root       16891  0.2  0.0      0     0 ?        I    18:38   0:03 [kworker/u32:31-btrfs-endio]
root       17587  0.2  0.0      0     0 ?        I    18:44   0:02 [kworker/u32:0-btrfs-endio-write]
root       17727  0.0  0.0      0     0 ?        I<   18:46   0:00 [kworker/u33:3-rb_allocator]
uzair      17790 15.6  5.0 1461847308 390312 ?   Sl   18:46   2:25 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=79 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=7061430102 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12165424381520300803,11029293198176166840,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190709060338177565
uzair      17802  0.1  1.5 1460037628 119584 ?   Sl   18:46   0:01 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=80 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=7061894922 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14356124015311224692,9039260947151758348,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190709061275219414
uzair      17936  0.0  0.7 1459986496 60832 ?    Sl   18:48   0:00 /app/brave/brave --type=renderer --crashpad-handler-pid=14 --enable-crash-reporter=f4b6c1f1-2ee1-41bb-987a-92cbd1875314, --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=86 --time-ticks-at-unix-epoch=-1767610995662388 --launch-time-ticks=7155426488 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16037453069381079277,11517560050180331594,2097152 --field-trial-handle=3,i,11012151855593954444,11339831115833369411,262144 --enable-features=TouchpadOverscrollHistoryNavigation --disable-features=DesktopPWAsRunOnOsLogin,EyeDropper,WebAssemblyTrapHandler --variations-seed-version=main@6ea9026195e73b357e56ac9b9c3250296b6faa49 --trace-process-track-uuid=3190709066897470508
uzair      17967  3.1  1.5 2848848 121692 ?      SLsl 18:48   0:25 /usr/bin/bazaar --no-window
uzair      18010  0.0  0.6 269369508 48360 ?     Ssl  18:48   0:00 /usr/libexec/baloorunner
root       18710  0.0  0.0      0     0 ?        I    18:48   0:00 [kworker/0:2-cgroup_free]
root       18753  0.6  0.0      0     0 ?        I    18:49   0:04 [kworker/u32:1-btrfs-endio]
uzair      18758  0.2  1.1 3464832 91836 ?       Ssl  18:49   0:01 /usr/bin/krunner --daemon
root       18830  0.0  0.0      0     0 ?        I    18:49   0:00 [kworker/5:2-events]
uzair      18853  2.7  2.5 1461773684 196848 ?   Ssl  18:49   0:21 /usr/share/antigravity/antigravity
uzair      18856  0.0  0.6 34321148 49496 ?      S    18:49   0:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
uzair      18857  0.0  0.6 34321132 51112 ?      S    18:49   0:00 /usr/share/antigravity/antigravity --type=zygote
uzair      18861  0.0  0.0 34321164 7108 ?       S    18:49   0:00 /usr/share/antigravity/antigravity --type=zygote
uzair      18877  0.0  0.0 33567820 3344 ?       Sl   18:49   0:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/uzair/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.104.0 --annotation=lsb-release=Bazzite --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=37.3.1 --initial-client-fd=44 --shared-client-connection
uzair      18892  5.3  1.3 34854476 103524 ?     Sl   18:49   0:41 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
